year(Fecha);Ciudad;Semana;RH;PS,,
2015;Medellin;14;91,24428571;81,49428571
2015;Barranquilla;14;73,78142857;100,4842857
2016;Bogota;14;84,6;82,41857143
2016;Cali;14;87,37285714;79,34714286
2016;Medellin;14;84,67428571;81,67571429
2016;Barranquilla;14;75,82714286;100,6542857
2017;Cali;14;84,27714286;79,24142857
2017;Medellin;14;85,99714286;81,58
2017;Barranquilla;14;76,63142857;100,4728571
2018;Bogota;14;87,37714286;82,31571429
2018;Medellin;14;89,50142857;81,59428571
2018;Barranquilla;14;76,52857143;100,6714286
2019;Bogota;14;85,04285714;82,41
2019;Cali;14;88,25428571;79,35857143
2019;Medellin;14;90,31571429;81,7
2019;Barranquilla;14;72,16285714;100,6928571
2020;Bogota;14;78,88571429;82,29714286
2020;Cali;14;83,46428571;79,24714286
2020;Barranquilla;14;79,17857143;100,5485714
2010;Bogota;15;85,60428571;82,31142857
2010;Cali;15;87,11714286;79,25
2010;Medellin;15;90,05285714;81,58714286
2011;Barranquilla;15;74,36;100,6814286
2011;Bogota;15;86,35428571;82,31428571
2011;Medellin;15;91,00571429;81,58
2012;Barranquilla;15;76,76571429;100,7457143
2012;Bogota;15;89,01571429;82,4
2012;Cali;15;88,86285714;79,33142857
2012;Medellin;15;90,61857143;81,65
2013;Bogota;15;79,53857143;82,23857143
2013;Cali;15;84,91285714;79,19285714
2013;Medellin;15;88,96714286;81,53857143
2013;Barranquilla;15;74,72285714;100,3928571
2014;Bogota;15;78,91571429;82,25857143
2014;Cali;15;82,77142857;79,20571429
2014;Medellin;15;87,63857143;81,55285714
2014;Barranquilla;15;72,77857143;100,4442857
2015;Bogota;15;79,58857143;82,34714286
2015;Cali;15;84,09;79,27428571
2015;Medellin;15;90,08714286;81,62285714
2015;Barranquilla;15;77,12285714;100,54
2016;Bogota;15;81,77285714;82,31142857
2016;Cali;15;87,19142857;79,27285714
2016;Medellin;15;87,84571429;81,58142857
2016;Barranquilla;15;74,50571429;100,5814286
2017;Bogota;15;84,22857143;82,29285714
2017;Cali;15;87,63;79,20714286
2017;Medellin;15;90,20714286;81,54571429
2017;Barranquilla;15;77,58571429;100,5628571
2018;Bogota;15;86,44428571;82,41285714
2018;Cali;15;86,97428571;79,35714286
2018;Medellin;15;91,11714286;81,68285714
2018;Barranquilla;15;74,26714286;100,6971429
2019;Bogota;15;85,45714286;82,33714286
2019;Cali;15;87,47142857;79,28142857
2019;Medellin;15;89,55142857;81,61428571
2019;Barranquilla;15;76,57142857;100,5114286
2020;Bogota;15;78,54714286;82,39142857
2020;Cali;15;84,83428571;79,34857143
2020;Medellin;15;87,63714286;81,68857143
2020;Barranquilla;15;75,37285714;100,5742857
2010;Barranquilla;16;83,59285714;100,5471429
2010;Bogota;16;79,59857143;82,37714286
2010;Cali;16;83,57428571;79,3
2010;Medellin;16;86,52;81,65142857
2011;Barranquilla;16;74,00428571;100,6928571
2011;Bogota;16;89,17857143;82,32
2011;Cali;16;89,89857143;79,24714286
2011;Medellin;16;92,63285714;81,58
2012;Barranquilla;16;76,95428571;100,5928571
2012;Bogota;16;88,65714286;82,35142857
2012;Cali;16;87,23285714;79,27571429
2012;Medellin;16;88,09714286;81,62
2013;Barranquilla;16;77,50714286;100,5757143
2013;Bogota;16;85,92857143;82,35
2013;Cali;16;88,77142857;79,28714286
2013;Medellin;16;91,08142857;81,60428571
2014;Bogota;16;81,85285714;82,27571429
2014;Cali;16;87,35;79,21571429
2014;Medellin;16;90,18571429;81,55714286
2014;Barranquilla;16;77,21428571;100,4885714
2015;Bogota;16;82,63714286;82,33285714
2015;Cali;16;87,31;79,25285714
2015;Medellin;16;89,20714286;81,61142857
2015;Barranquilla;16;80,72857143;100,5628571
2016;Bogota;16;78,48428571;82,30142857
2016;Cali;16;82,28;79,24857143
2016;Medellin;16;86,75571429;81,57
2016;Barranquilla;16;80,64285714;100,4728571
2017;Bogota;16;82,47;82,36571429
2017;Cali;16;87,06142857;79,30285714
2017;Medellin;16;89,51428571;81,63571429
2017;Barranquilla;16;81,73857143;100,5914286
2018;Bogota;16;82,69;82,37142857
2018;Cali;16;85,83857143;79,28142857
2018;Medellin;16;89,76571429;81,65
2018;Barranquilla;16;81,13;100,6071429
2019;Bogota;16;86,03714286;82,36285714
2019;Cali;16;88,73571429;79,3
2019;Medellin;16;91,55571429;81,62
2019;Barranquilla;16;78,04857143;100,5914286
2020;Cali;16;85,54714286;79,39714286
2020;Medellin;16;87,85714286;81,73571429
2020;Barranquilla;16;72,96857143;100,7057143
2010;Barranquilla;17;84,64285714;100,4685714
2010;Cali;17;84,87;79,33571429
2010;Medellin;17;89,01142857;81,64285714
2011;Bogota;17;83,94571429;82,33714286
2011;Cali;17;88,13285714;79,26428571
2011;Medellin;17;91,34;81,60285714
2012;Barranquilla;17;82,14;100,5557143
2012;Bogota;17;83,51571429;82,31
2012;Cali;17;88,52;79,24285714
2012;Medellin;17;90,22;81,57571429
2013;Barranquilla;17;75,17285714;100,64
2013;Bogota;17;85,73857143;82,34714286
2013;Cali;17;87,04285714;79,28285714
2013;Medellin;17;90,34142857;81,60857143
2014;Bogota;17;83,18571429;82,32142857
2014;Medellin;17;88,70857143;81,59571429
2014;Barranquilla;17;79,97142857;100,4771429
2015;Cali;17;83,75428571;79,19
2015;Medellin;17;86,85428571;81,54
2015;Barranquilla;17;78,44428571;100,3728571
2016;Cali;17;85,57571429;79,28142857
2016;Medellin;17;87,76428571;81,60285714
2017;Medellin;17;88,92428571;81,60571429
2018;Bogota;17;83,44571429;82,40142857
2018;Cali;17;87,15714286;79,31714286
2018;Medellin;17;90,43571429;81,67857143
2018;Barranquilla;17;82,27857143;100,6214286
2019;Bogota;17;82,28428571;82,34857143
2019;Cali;17;86,09285714;79,28142857
2019;Medellin;17;89,29;81,61
2019;Barranquilla;17;79,65;100,5357143
2020;Bogota;17;79,97;82,39714286
2020;Cali;17;84,33142857;79,34428571
2020;Medellin;17;88,81285714;81,68285714
2020;Barranquilla;17;73,63571429;100,5871429
2010;Barranquilla;18;77,79428571;100,5871429
2010;Bogota;18;84,02857143;82,39571429
2010;Medellin;18;91,29;81,67571429
2011;Barranquilla;18;80,90142857;100,43
2011;Bogota;18;84,52142857;82,22857143
2011;Cali;18;88,11714286;79,15714286
2011;Medellin;18;90,26428571;81,49571429
2012;Barranquilla;18;84,19285714;100,5057143
2012;Bogota;18;85,52857143;82,3
2012;Cali;18;88,34857143;79,23285714
2012;Medellin;18;90,67428571;81,57
2013;Barranquilla;18;80,07714286;100,6785714
2013;Bogota;18;87,50857143;82,41428571
2013;Medellin;18;89,79285714;81,66285714
2014;Bogota;18;82,40142857;82,35285714
2014;Cali;18;86,33428571;79,29714286
2014;Medellin;18;91,99571429;81,62285714
2014;Barranquilla;18;76,03571429;100,5357143
2015;Bogota;18;79,85714286;82,31142857
2015;Cali;18;85,08;79,24857143
2015;Barranquilla;18;77,82;100,4728571
2016;Bogota;18;81,41285714;82,39857143
2016;Cali;18;85,52142857;79,32
2016;Medellin;18;90,63;81,66285714
2016;Barranquilla;18;83,32714286;100,5571429
2017;Bogota;18;84,06428571;82,35
2017;Cali;18;89,38857143;79,29428571
2017;Medellin;18;90,82;81,63142857
2017;Barranquilla;18;81,40428571;100,5257143
2018;Bogota;18;84,06285714;82,40714286
2018;Cali;18;87,81857143;79,32428571
2018;Medellin;18;90,38;81,69714286
2018;Barranquilla;18;82,05571429;100,6385714
2019;Bogota;18;78,24285714;82,31714286
2019;Cali;18;82,51142857;79,26
2019;Medellin;18;86,37142857;81,60428571
2019;Barranquilla;18;79,36285714;100,3914286
2020;Bogota;18;79,60857143;82,34714286
2020;Cali;18;86,20285714;79,29571429
2020;Medellin;18;88,83428571;81,63285714
2020;Barranquilla;18;76,14571429;100,5085714
2010;Bogota;19;80,26;82,31571429
2010;Cali;19;81;79,22428571,
2011;Barranquilla;19;83,12428571;100,3742857
2011;Bogota;19;86,01;82,23428571
2011;Cali;19;87,99;79,16428571
2011;Medellin;19;91,05857143;81,50857143
2012;Barranquilla;19;84,37;100,5314286
2012;Bogota;19;85,42285714;82,30285714
2012;Cali;19;88,49428571;79,23571429
2012;Medellin;19;92,07285714;81,56571429
2013;Barranquilla;19;78,55428571;100,6814286
2013;Bogota;19;82,58714286;82,43857143
2013;Cali;19;88,47142857;79,37428571
2014;Bogota;19;87,36285714;82,36714286
2014;Cali;19;89,28;79,31571429
2014;Medellin;19;90,78142857;81,65142857
2014;Barranquilla;19;74,77571429;100,6285714
2015;Cali;19;80,71714286;79,18714286
2015;Medellin;19;84,34428571;81,56428571
2015;Barranquilla;19;76,75714286;100,3885714
2016;Bogota;19;83,96285714;82,43571429
2016;Cali;19;86,78857143;79,35857143
2016;Medellin;19;90,76285714;81,71285714
2017;Bogota;19;88,47571429;82,40285714
2017;Cali;19;89,96571429;79,35285714
2017;Barranquilla;19;83,12428571;100,6728571
2018;Cali;19;89,38571429;79,36714286
2018;Medellin;19;93,07285714;81,69
2018;Barranquilla;19;82,71;100,6957143
2019;Bogota;19;83,18285714;82,34714286
2019;Cali;19;86,96857143;79,29
2019;Medellin;19;91,29428571;81,61
2020;Bogota;19;78,54428571;82,38571429
2020;Cali;19;84,11142857;79,33571429
2020;Medellin;19;86,64142857;81,68
2020;Barranquilla;19;78,79285714;100,4671429
2010;Barranquilla;20;83,68285714;100,41
2010;Cali;20;82,85285714;79,28285714
2010;Medellin;20;91,15857143;81,61142857
2011;Barranquilla;20;76,40857143;100,7128571
2011;Bogota;20;88,01;82,36285714
2011;Cali;20;88,18;79,31142857
2011;Medellin;20;88,30142857;81,63428571
2012;Barranquilla;20;82,05;100,4114286
2012;Bogota;20;81,48;82,26428571
2012;Cali;20;86,66428571;79,19857143
2012;Medellin;20;91,68714286;81,54428571
2013;Barranquilla;20;79,73428571;100,5514286
2013;Bogota;20;84,09571429;82,34857143
2013;Cali;20;88,15571429;79,30142857
2013;Medellin;20;92,93285714;81,63285714
2014;Bogota;20;82,84285714;82,32571429
2014;Cali;20;86,19285714;79,26428571
2014;Medellin;20;91,19714286;81,60857143
2014;Barranquilla;20;76,55571429;100,4828571
2015;Bogota;20;79,70714286;82,39857143
2015;Cali;20;83,82428571;79,32428571
2015;Medellin;20;88,09571429;81,68
2015;Barranquilla;20;81,58142857;100,6042857
2016;Bogota;20;76,70428571;82,41714286
2016;Cali;20;82,53285714;79,34
2016;Medellin;20;86,26285714;81,70142857
2016;Barranquilla;20;85,12285714;100,5028571
2017;Bogota;20;82,9;82,35285714
2017;Cali;20;88,11428571;79,29142857
2017;Medellin;20;91,42571429;81,61285714
2017;Barranquilla;20;86,10428571;100,51
2018;Bogota;20;82,92142857;82,33285714
2018;Cali;20;88,75571429;79,26142857
2018;Medellin;20;91,66;81,60428571
2018;Barranquilla;20;84,05142857;100,5742857
2019;Bogota;20;83,57285714;82,37571429
2019;Cali;20;87,95142857;79,31142857
2019;Medellin;20;90,09571429;81,65857143
2019;Barranquilla;20;80,85;100,5314286
2020;Bogota;20;79,28714286;82,40428571
2020;Cali;20;83,48142857;79,34
2020;Medellin;20;88,36714286;81,69285714
2020;Barranquilla;20;77,13428571;100,5057143
2010;Barranquilla;21;85,12714286;100,55
2010;Bogota;21;87,41142857;82,32428571
2010;Cali;21;88,62142857;79,27571429
2010;Medellin;21;92,73428571;81,58571429
2011;Barranquilla;21;84,00714286;100,6285714
2011;Medellin;21;91,08285714;81,66142857
2012;Barranquilla;21;82,99285714;100,54
2012;Bogota;21;81,98857143;82,37857143
2012;Cali;21;85,16285714;79,30714286
2012;Medellin;21;91,07714286;81,65571429
2013;Barranquilla;21;83,52571429;100,5842857
2013;Bogota;21;82,41571429;82,37428571
2013;Cali;21;88,11142857;79,29857143
2013;Medellin;21;91,25428571;81,63857143
2014;Bogota;21;81,35857143;82,38285714
2014;Cali;21;86,20714286;79,32
2014;Medellin;21;87,63857143;81,67571429
2014;Barranquilla;21;76,15857143;100,5814286
2015;Cali;21;84,34428571;79,33285714
2016;Bogota;21;74,65285714;82,48285714
2016;Cali;21;83,56571429;79,40571429
2016;Medellin;21;86,49428571;81,75714286
2016;Barranquilla;21;83,31;100,5757143
2017;Bogota;21;79,45571429;82,42285714
2017;Cali;21;85,17571429;79,36428571
2017;Medellin;21;87,22571429;81,70428571
2017;Barranquilla;21;86,27142857;100,5771429
2018;Bogota;21;82,82;82,40571429
2018;Cali;21;87,57571429;79,32142857
2018;Medellin;21;90,45428571;81,66571429
2018;Barranquilla;21;85,42285714;100,5928571
2019;Bogota;21;83,02714286;82,36571429
2019;Cali;21;89,72857143;79,30285714
2019;Medellin;21;91,98714286;81,62428571
2019;Barranquilla;21;83,58285714;100,5914286
2020;Bogota;21;76,1;82,41857143
2020;Cali;21;80,57142857;79,34714286
2020;Medellin;21;84,72571429;81,71142857
2020;Barranquilla;21;78,62714286;100,49
2010;Barranquilla;22;83,07285714;100,7228571
2010;Bogota;22;83,80714286;82,52142857
2010;Cali;22;87,22142857;79,44714286
2010;Medellin;22;90,45142857;81,78857143
2011;Barranquilla;22;86,33142857;100,4971429
2011;Bogota;22;84,46857143;82,32428571
2011;Cali;22;87,32;79,25714286
2011;Medellin;22;90,25857143;81,59
2012;Bogota;22;80,34142857;82,39285714
2012;Cali;22;81,23428571;79,3
2012;Medellin;22;85,94428571;81,65714286
2013;Barranquilla;22;83,74428571;100,5671429
2013;Bogota;22;81,13142857;82,37714286
2013;Cali;22;85,40857143;79,31142857
2013;Medellin;22;89,70714286;81,65714286
2014;Barranquilla;22;78,69857143;100,4342857
2014;Bogota;22;81,41571429;82,27857143
2014;Cali;22;85,47142857;79,23
2014;Medellin;22;90,78428571;81,57142857
2015;Bogota;22;79,88714286;82,32285714
2015;Cali;22;82,82;79,26142857
2015;Medellin;22;90,10857143;81,59714286
2015;Barranquilla;22;83,51428571;100,5
2016;Bogota;22;79,46142857;82,40142857
2016;Cali;22;87,59714286;79,34
2016;Medellin;22;90,84285714;81,68142857
2016;Barranquilla;22;84,68857143;100,5985714
2017;Bogota;22;79,79857143;82,46857143
2017;Cali;22;84,72;79,38714286
2017;Medellin;22;88,50142857;81,74428571
2017;Barranquilla;22;84,76428571;100,6557143
2018;Bogota;22;81,34571429;82,36
2018;Cali;22;86,50571429;79,28
2018;Medellin;22;90,84285714;81,63285714
2018;Barranquilla;22;83,16571429;100,53
2019;Bogota;22;84,80714286;82,42714286
2019;Cali;22;88,54714286;79,35285714
2019;Medellin;22;91,16857143;81,68857143
2019;Barranquilla;22;85,70285714;100,66
2020;Bogota;22;81,73571429;82,46714286
2020;Cali;22;86,29;79,4
2020;Medellin;22;91,41;81,74857143
2020;Barranquilla;22;81,83285714;100,6914286
2010;Barranquilla;23;85,51714286;100,6728571
2010;Bogota;23;79,21857143;82,51714286
2010;Cali;23;81,45428571;79,43
2010;Medellin;23;90,44428571;81,77428571
2011;Barranquilla;23;84,69285714;100,65
2011;Bogota;23;81,15285714;82,43
2012;Barranquilla;23;78,85;100,4042857
2012;Bogota;23;79,22;82,32428571
2012;Cali;23;84,64857143;79,25142857
2012;Medellin;23;86,51571429;81,61142857
2013;Barranquilla;23;80,70285714;100,4671429
2013;Bogota;23;79,40571429;82,36
2013;Cali;23;81,22714286;79,26714286
2013;Medellin;23;86,51571429;81,63571429
2014;Barranquilla;23;77,96571429;100,3671429
2014;Bogota;23;79,39;82,25714286
2014;Cali;23;83,98285714;79,20714286
2014;Medellin;23;90,42857143;81,55142857
2015;Cali;23;83,27;79,31857143
2015;Medellin;23;88,23142857;81,66428571
2015;Barranquilla;23;83,53142857;100,5414286
2016;Bogota;23;74,16714286;82,48
2016;Cali;23;82,81142857;79,41714286
2016;Medellin;23;89,63428571;81,75571429
2016;Barranquilla;23;83,36714286;100,6071429
2017;Bogota;23;82,05142857;82,39714286
2017;Cali;23;87,25714286;79,33285714
2017;Medellin;23;89,96;81,69142857
2017;Barranquilla;23;84,93857143;100,5414286
2018;Bogota;23;80,57428571;82,39857143
2018;Cali;23;85,36571429;79,31285714
2018;Medellin;23;87,68428571;81,67285714
2018;Barranquilla;23;84,22857143;100,5185714
2019;Bogota;23;82,22428571;82,44285714
2019;Cali;23;85,89571429;79,35
2019;Medellin;23;88,89285714;81,69142857
2019;Barranquilla;23;85,15142857;100,5914286
2020;Bogota;23;78,46142857;82,46714286
2020;Cali;23;81,60285714;79,38571429
2020;Medellin;23;85,92142857;81,74571429
2020;Barranquilla;23;77,95714286;100,5771429
2010;Barranquilla;24;86,36;100,6671429
2010;Bogota;24;79,27285714;82,46571429
2010;Cali;24;83,41285714;79,39142857
2010;Medellin;24;91,08428571;81,73
2011;Bogota;24;79,98;82,30857143
2011;Cali;24;82,79428571;79,22714286
2011;Medellin;24;87,36571429;81,58857143
2012;Barranquilla;24;84,06;100,4785714
2012;Bogota;24;81,33857143;82,32428571
2012;Cali;24;85,22857143;79,25142857
2012;Medellin;24;89,44142857;81,59142857
2013;Barranquilla;24;84,87285714;100,4728571
2013;Cali;24;83,67714286;79,27571429
2013;Medellin;24;89,32285714;81,62714286
2014;Barranquilla;24;81,16142857;100,4885714
2014;Medellin;24;85,99285714;81,65428571
2015;Bogota;24;78,13714286;82,34571429
2015;Cali;24;79,29142857;79,25142857
2015;Medellin;24;85,57571429;81,61857143
2015;Barranquilla;24;79,05;100,4485714
2016;Bogota;24;74,78;82,61285714
2016;Cali;24;79,92285714;79,51714286
2016;Medellin;24;85,07571429;81,87857143
2017;Bogota;24;83,17714286;82,42285714
2017;Cali;24;87,23857143;79,35857143
2017;Barranquilla;24;85,15285714;100,6242857
2018;Bogota;24;80,74142857;82,47714286
2018;Cali;24;83,45285714;79,38285714
2018;Medellin;24;87,60571429;81,74714286
2018;Barranquilla;24;85,47428571;100,6471429
2019;Bogota;24;82,48714286;82,44142857
2019;Cali;24;85,33714286;79,35571429
2019;Medellin;24;89,65428571;81,70857143
2019;Barranquilla;24;83,29;100,5785714
2020;Bogota;24;82,21857143;82,44
2020;Cali;24;85,84857143;79,35428571
2020;Medellin;24;88,87714286;81,71714286
2020;Barranquilla;24;78,74;100,6357143
2010;Barranquilla;25;84,10714286;100,5942857
2010;Bogota;25;81,77;82,41428571
2010;Medellin;25;92,13857143;81,66714286
2011;Barranquilla;25;85,67714286;100,52
2011;Bogota;25;80,53714286;82,35857143
2011;Cali;25;85,42428571;79,29857143
2011;Medellin;25;89,94714286;81,63
2012;Barranquilla;25;78,42857143;100,59
2012;Bogota;25;77,15571429;82,41714286
2012;Cali;25;81,29714286;79,33
2012;Medellin;25;85,32;81,7
2013;Barranquilla;25;82,41857143;100,47
2013;Bogota;25;79,46142857;82,31285714
2013;Cali;25;82,06285714;79,24428571
2013;Medellin;25;87,71428571;81,60285714
2014;Barranquilla;25;79,67428571;100,52
2014;Bogota;25;80,52714286;82,41428571
2014;Cali;25;81,04428571;79,30857143
2015;Bogota;25;76,24;82,36714286
2015;Cali;25;76,73571429;79,25285714
2015;Medellin;25;82,42714286;81,63714286
2015;Barranquilla;25;79,31857143;100,4357143
2016;Bogota;25;75,63428571;82,46571429
2016;Cali;25;81,26142857;79,37
2016;Barranquilla;25;83,15857143;100,6128571
2017;Bogota;25;84,14571429;82,36428571
2017;Cali;25;87,17571429;79,27285714
2017;Medellin;25;90,99285714;81,64
2017;Barranquilla;25;84,20428571;100,5471429
2018;Bogota;25;79,89571429;82,46142857
2018;Cali;25;84,11;79,36428571
2018;Medellin;25;88,11571429;81,73428571
2018;Barranquilla;25;86,02285714;100,6842857
2019;Bogota;25;81,71142857;82,44714286
2019;Cali;25;82,36714286;79,33571429
2019;Medellin;25;87,04428571;81,72
2019;Barranquilla;25;84,20714286;100,5528571
2020;Cali;25;82,08;79,29571429
2020;Medellin;25;87,1;81,65857143
2020;Barranquilla;25;79,58571429;100,4914286
2010;Barranquilla;26;85,72714286;100,5314286
2010;Bogota;26;81,39714286;82,39571429
2010;Cali;26;83,78428571;79,32
2010;Medellin;26;90,92285714;81,64285714
2011;Barranquilla;26;84,56571429;100,5071429
2011;Bogota;26;79,34857143;82,32714286
2011;Cali;26;83,85714286;79,24571429
2012;Barranquilla;26;78,67571429;100,6457143
2012;Bogota;26;78,43857143;82,45571429
2012;Cali;26;82,54714286;79,35428571
2012;Medellin;26;88,35714286;81,71857143
2013;Barranquilla;26;83,81;100,5871429
2013;Bogota;26;79,20714286;82,41285714
2013;Cali;26;84,03714286;79,34428571
2013;Medellin;26;91,90571429;81,68
2014;Barranquilla;26;79,42142857;100,5742857
2014;Bogota;26;78,81285714;82,44142857
2014;Cali;26;80,81285714;79,34428571
2014;Medellin;26;86,55857143;81,71285714
2015;Bogota;26;76,67571429;82,37428571
2015;Cali;26;75,96857143;79,26285714
2015;Medellin;26;81,67857143;81,66142857
2015;Barranquilla;26;77,98285714;100,4771429
2016;Bogota;26;75,05571429;82,38
2016;Cali;26;80,16857143;79,28857143
2016;Medellin;26;86,27285714;81,65428571
2016;Barranquilla;26;84,04285714;100,4857143
2017;Bogota;26;81,79285714;82,42428571
2017;Cali;26;85,70428571;79,33428571
2017;Barranquilla;26;85,09142857;100,5985714
2018;Bogota;26;79,60142857;82,37571429
2018;Cali;26;84,36857143;79,28571429
2018;Medellin;26;87,46285714;81,65857143
2018;Barranquilla;26;85,86428571;100,5828571
2019;Bogota;26;79,44571429;82,34428571
2019;Cali;26;83,04428571;79,26857143
2019;Medellin;26;86,70285714;81,63714286
2019;Barranquilla;26;83,65571429;100,4828571
2020;Bogota;26;77,28714286;82,30285714
2020;Cali;26;81,96857143;79,24
2020;Barranquilla;26;79,72142857;100,4157143
2010;Barranquilla;27;83,43714286;100,6171429
2010;Bogota;27;86,51428571;82,40142857
2010;Cali;27;88,55714286;79,33857143
2010;Medellin;27;93,30285714;81,67571429
2011;Barranquilla;27;83,97285714;100,45
2011;Bogota;27;78,97428571;82,31857143
2011;Cali;27;82,12285714;79,23142857
2011;Medellin;27;87,41285714;81,58857143
2012;Barranquilla;27;81,4;100,4542857
2012;Bogota;27;78,45285714;82,27857143
2012;Cali;27;82,49;79,19285714
2013;Barranquilla;27;78,69285714;100,5628571
2013;Bogota;27;78,45428571;82,40714286
2013;Cali;27;80,58428571;79,32142857
2013;Medellin;27;88,32714286;81,67714286
2014;Barranquilla;27;77,72142857;100,5985714
2014;Bogota;27;78,71;82,43428571
2014;Cali;27;80,72;79,34428571
2015;Barranquilla;27;78,39;100,4142857
2015;Cali;27;78,52714286;79,23285714
2015;Medellin;27;84,15428571;81,58285714
2016;Bogota;27;74,87571429;82,47428571
2016;Cali;27;82,55142857;79,39857143
2016;Medellin;27;88,19714286;81,75857143
2016;Barranquilla;27;83,81285714;100,62
